User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Tim Cook,2022-08-01 00:41:31+00:00,5346,357,,"Our hearts are with everyone impacted by the devastating floods in Kentucky and surrounding states. To everyone in harm’s way, please stay safe. Apple will be donating to community relief and recovery efforts."
Tim Cook,2022-07-28 18:49:28+00:00,4488,380,,"We’re excited to open Apple Brompton Road, our new store near London’s Hyde Park! 🇬🇧 This beautiful store will have some incredible Today at Apple sessions, artist workshops, and AR experiences on tap for the community. https://t.co/R25GRIaoF9"
Tim Cook,2022-07-26 14:45:30+00:00,3613,359,,"Thirty-two years ago the Americans with Disabilities Act reshaped society in profoundly important ways. At Apple, we have always believed that the best technology should be made for everyone — and that accessibility is essential to building a more equitable world."
Tim Cook,2022-07-25 17:45:57+00:00,2128,198,,"At Apple, we feel a deep responsibility to help strengthen our communities. As part of our $2.5 billion commitment to help address the housing crisis in California, we’re proud to welcome the residents of Veterans Square to their new home. https://t.co/6GDzX0Q6ON"
Tim Cook,2022-07-20 19:17:03+00:00,2215,261,,Our health is affected by the many small actions we take every day. We want to empower you with actionable steps you can take to improve your well-being. Helping you stay healthy motivates us to keep innovating. ⌚️❤️💪 https://t.co/KqJQsEUQI9
Tim Cook,2022-07-12 20:44:30+00:00,3767,716,,"Coding is one of the most valuable skills a person can learn. It can open new doors, jumpstart careers, and help big dreams seem like achievable goals. Everyone around the world should have an opportunity to learn how to code. https://t.co/yWfNlmQwdz"
Tim Cook,2022-07-08 13:27:21+00:00,28676,3423,,I am shocked by the loss of former Japanese prime minister Shinzo Abe. He was such an important leader and I was honored to have spent time with him. Our hearts are with his loved ones—and all of our friends in Japan.
Tim Cook,2022-07-07 19:32:54+00:00,34374,3729,,"Today, Steve was awarded the Medal of Freedom, America’s highest civilian honor. He was a visionary who challenged us to see the world not for what it is, but for what it could be. We cherish his memory and we’ll continue building on his legacy. https://t.co/G6cbBdGzvY"
Tim Cook,2022-07-04 14:06:33+00:00,6740,511,,"Happy Independence Day to everyone celebrating today!🗽 Progress isn’t always linear but even in times of great challenge, America has prevailed thanks to our core principle that all people are created equal."
Tim Cook,2022-07-01 00:07:17+00:00,3130,267,,"Everyone should have the opportunity to learn to code. As part of our Racial Equity and Justice Initiative, we’re proud to have launched the first U.S. Developer Academy in Detroit. Caps off to the creators and coders who are graduating today! https://t.co/wBZJzwwUvP"
Tim Cook,2022-06-19 16:00:01+00:00,7097,434,,"Today we celebrate the wisdom, the fun, and the unfailing support of fathers everywhere. To my dad, and dads at Apple and beyond, thanks for all you do! Happy Father’s Day!"
Tim Cook,2022-06-19 14:00:02+00:00,3066,268,,"This Juneteenth, as we commemorate emancipation, we celebrate the important progress we’ve made as a society, and we recommit ourselves to the essential work of building a more just and equitable world."
Tim Cook,2022-06-16 03:22:21+00:00,1851,195,,"We’re celebrating the 20th year of Apple Camp with a focus on the environment. We’re excited to welcome parents and kids to a summer filled with exploration and creative storytelling with iPad, led by our talented teams at stores around the world. https://t.co/5HPgnaRfQE"
Tim Cook,2022-06-15 14:45:16+00:00,4033,350,,"Today marks 10 years since the announcement of DACA, which has allowed Dreamers to stay in the only home they’ve ever known. We’re proud to have hundreds of Dreamers working at Apple and we’ll continue to press for passage of the DREAM Act, which creates a path to citizenship."
Tim Cook,2022-06-14 18:52:19+00:00,7535,857,,"We’re thrilled to bring @MLS to @AppleTV! Starting next year, ⚽️ fans around the world can watch all Major League Soccer matches in one place. https://t.co/1A0l7hS9Sr"
Tim Cook,2022-06-10 01:25:42+00:00,4455,227,,Great visit to Apple World Trade Center! Already looking forward to my next trip to NYC. 🗽 https://t.co/8dot8OAda1
Tim Cook,2022-06-09 01:08:07+00:00,2758,180,,"Awesome to meet with some amazing developers in NYC who are lifting up Black voices, innovating in healthcare, and so much more. It’s an honor to celebrate our global developer community this week. #WWDC22 https://t.co/kLOD5KNumQ"
Tim Cook,2022-06-08 22:44:45+00:00,3491,203,,This was a great way to kick off the day! Apple Grand Central is an amazing space with a team as energetic as the city itself. Thanks to all the team members who shared your stories and for all you do for our customers! https://t.co/ezUoYia5PO
Tim Cook,2022-06-08 00:45:49+00:00,2165,184,,"Excited to expand our partnership with @KodeWithKlossy with Today at Apple Creative Studios and new AI/ML camps! Coding is the one true universal language we have, and we love to see young developers unlock their creative potential. Thanks to Apple SoHo for hosting us today! https://t.co/Lb1n7M6imt"
Tim Cook,2022-06-07 23:27:58+00:00,5527,291,,We’ve marked so many amazing moments at Apple Fifth Avenue in the heart of New York City. It was great to be back here with the team today! https://t.co/tXrd4UmfzE
Tim Cook,2022-06-07 02:15:25+00:00,6258,920,,"The next generation of Apple silicon is here. M2 is ready to supercharge the MacBook Air and 13-inch MacBook Pro, but there’s so much more we announced today. Greater connectivity, customization, and capabilities. Day one done, more to come! #WWDC22 https://t.co/lwYjrJcbgH"
Tim Cook,2022-06-06 23:13:57+00:00,6749,520,,Thanks to all the developers that tuned in around the world and those who joined us for a special day at Apple Park. The app economy is growing and thriving thanks to the innovations that talented developers are dreaming up! #WWDC22 https://t.co/5F1iuikyIT
Tim Cook,2022-06-06 14:00:00+00:00,22547,2867,,Developers assemble! It's going to be a great day! #WWDC22 https://t.co/OZvER1gIiN
Tim Cook,2022-06-05 22:40:33+00:00,6776,556,,"The talented student developers I met today are going places! They let their passion for coding and creative problem-solving shine through in areas as diverse as gardening, gaming, quantum physics, and more. Never stop innovating! #WWDC22 https://t.co/M0aXPCZ6Os"
Tim Cook,2022-06-05 15:00:01+00:00,5121,458,,"Earth’s resources are finite, but our opportunities to conserve them are limitless. We’re expanding our carbon-neutral footprint to our whole supply chain and innovating constantly to leave the world better than we found it. #WorldEnvironmentDay https://t.co/GKFRZNlPSa"
Tim Cook,2022-06-03 22:48:04+00:00,6058,510,,"We’ve long needed comprehensive federal privacy legislation and I’m pleased to see the growing momentum behind it. At Apple, we believe privacy is a fundamental human right, and we will keep working to support the strongest privacy bill possible."
Tim Cook,2022-06-03 21:06:03+00:00,1447,165,,"From teaching the basics of CPR to helping gardeners thrive, I’m so impressed by the app projects our WWDC Swift Student Challenge winners’ conceived of and coded. Congratulations to everyone involved. I can’t wait to see what you do next! https://t.co/2lQdV7MpKc"
Tim Cook,2022-06-01 02:47:14+00:00,2407,149,,"Glad to hear it, Marc! We need you healthy for what looks like an incredible series. https://t.co/XAZOhNlvBE"
Tim Cook,2022-05-30 15:00:00+00:00,4452,324,,Their memory will not be forgotten. Their legacy is all around us. Thank you to the fallen heroes and their families whose sacrifice forms the bedrock of our society. 🇺🇸
Tim Cook,2022-05-24 20:04:53+00:00,2407,299,,This year’s Apple Watch Pride Edition bands once again celebrate the great diversity of LGBTQ+ people around the world. We’re proud to continue supporting nonprofits doing tremendous work to advance equality and justice. We are stronger together! https://t.co/oaPVB3JEfe
Tim Cook,2022-05-19 14:44:51+00:00,3763,323,,"We think deeply about how our products can enrich rather than restrict and connect rather than isolate. Our technology is built intentionally by listening and developing new paths to an accessible, inclusive future for all. #GAAD"
Tim Cook,2022-05-19 01:17:10+00:00,2308,236,,"Prehistoric Planet came roaring to life at a dino-mite Today at Apple session! We connected dinosaur fans with producers @Jon_Favreau, @MikeGunton, and Tim Walker to learn how they brought new life to these incredible creatures. Catch the premiere on May 23rd! https://t.co/1N3Si1Fvt7"
Tim Cook,2022-05-18 23:24:26+00:00,5191,644,,Privacy is a fundamental right and we build it into all our products and services at Apple. You should be in control of your data — not the highest bidder. https://t.co/oON1YRd8vI
Tim Cook,2022-05-17 14:00:54+00:00,4526,624,,"At Apple, we design for accessibility from the ground up and we’re constantly innovating on behalf of our users. The cutting-edge features we are sharing today will offer new ways for people with disabilities to navigate, connect, and so much more. https://t.co/Zrhcng95QA"
Tim Cook,2022-05-14 19:00:49+00:00,2906,186,,We’re honored to have so many members of the Gallaudet community as part of our Apple family. Thank you for everything you do for our customers — and for each other. https://t.co/PA8n8JvLpx
Tim Cook,2022-05-13 23:33:05+00:00,2216,178,,"Thank you to @GallaudetU for having me today! I was awed by the spirit of community and so grateful to be able to celebrate with all of you in person. Lead with your values, and lead you will. Great things are in store for the class of 2022! https://t.co/miWO38bzi0"
Tim Cook,2022-05-08 14:34:11+00:00,7854,626,,"Today we honor and celebrate mothers everywhere — moms with us, moms we miss, and the people who stepped into the role many times over – thank you for believing in us, inspiring us, and helping us realize our dreams. Happy Mother's Day!"
Tim Cook,2022-05-05 22:34:27+00:00,2191,173,,This Asian Pacific American Heritage Month we celebrate the contributions and achievements of so many AAPI individuals who have made America what it is today. Our society is at its best when we bring together everyone’s unique perspectives and backgrounds.
Tim Cook,2022-05-04 14:36:35+00:00,2255,303,,"Go behind the Mac and learn how @skywalkersound brings you to a Galaxy Far, Far Away. #MayThe4th be with you! https://t.co/VO6xpDSdTx"
Tim Cook,2022-05-01 23:11:44+00:00,65002,6311,,Eid Mubarak to everyone celebrating around the world! Wishing you a joyous and peaceful holiday connecting with family and friends.
Tim Cook,2022-04-27 14:41:38+00:00,1782,162,,"Some nicknames just fit. Loving this powerful series about one of the greatest to ever play the game. Thank you for sharing your story with us, Magic! https://t.co/DuRnSHocxD"
Tim Cook,2022-04-25 02:04:38+00:00,2683,350,,"Chicken and rice, what could go wrong? ‘Poached’ from film director @ThisIsDavidGelb is entirely #ShotOniPhone and captures the nuances of Singaporean street food culture and the simple beauty of Hainanese 🍗🍚. Enjoy! https://t.co/C4KRzfUehE"
Tim Cook,2022-04-23 01:25:04+00:00,3896,392,,Daisy's been hard at work. 🦾 https://t.co/76HJoS51i4
Tim Cook,2022-04-22 18:57:00+00:00,4326,450,,"Protecting the environment is a huge responsibility that we consider in everything we do. Teams across the company are meeting the moment with commitment and clarity of purpose. In honor of #EarthDay, here's how we’re working toward a greener future. https://t.co/iIHRXEwpfA"
Tim Cook,2022-04-22 03:24:15+00:00,2243,234,,Apple is partnering with @AERFConserve to help Maharashtra save its mangrove forests — habitats that absorb carbon and protect against monsoons and tsunamis. This is another one of the many ways we are fighting to protect and preserve the environment. https://t.co/jIBp9ZEBZD
Tim Cook,2022-04-21 18:15:07+00:00,10237,559,,Hiking is one of my favorite ways to clear my mind. The trails in @YosemiteNPS are some of the best. Thanks to @tiffpenguin for this amazing #ShotOniPhone photo for #NationalParkWeek! https://t.co/bmKMlTWxPX
Tim Cook,2022-04-21 00:31:38+00:00,1768,156,,What a special episode of Time to Walk as the incomparable @JaneGoodallInst shares insights gleaned from a lifetime of service to the planet and its inhabitants. Her stories about nature and advocacy have never mattered more. Listen now on Apple Watch. https://t.co/QSlzdWUUEo https://t.co/qlERKeSqP9
Tim Cook,2022-04-19 21:15:43+00:00,3048,322,,"Our future hinges on the decisions we make today. That’s why at Apple, we’re using more recycled content in our products than ever before, and why we’ve set an ambitious goal to one day make our products without taking anything from the Earth. https://t.co/AvdGLDgceU"
Tim Cook,2022-04-17 13:51:15+00:00,10083,639,,"Wishing a Happy Easter to all those celebrating! May today remind us of the power of renewal, kindness, and our shared humanity. 🌷"
Tim Cook,2022-04-16 16:32:51+00:00,3950,320,,"Thanks so much Molly, I’d be honored! See you there! 🦬 https://t.co/eSmy1uyFu7"
Tim Cook,2022-04-15 21:48:56+00:00,4343,259,,I hope your seder table is full and conversations are meaningful tonight. Chag Pesach Sameach to all celebrating the story of Passover! 🍷🫓
Tim Cook,2022-04-14 18:37:21+00:00,3004,335,,"In the past year, we’ve doubled the number of our suppliers using 100% clean energy. We aren’t stopping there because we know the fight against climate change requires leadership, urgency, and partnership. https://t.co/vTfa2XAqwq"
Tim Cook,2022-04-13 16:32:08+00:00,3749,304,,Such stunning macro photography from the #ShotOniPhone Challenge! Here's a look at a couple of the winning shots from Trevor and Tom. Your photos give us a beautiful glimpse of life up close. https://t.co/cc4Pnr3KRp https://t.co/GXQJHSb8V5
Tim Cook,2022-04-09 23:05:36+00:00,26137,9781,,We’re thrilled to have you! I know fans will be excited for the Today at Apple Remix sessions. https://t.co/DPxcPvo0mC
Tim Cook,2022-04-09 03:02:34+00:00,6833,1055,,"반가워요, 서울! 🇰🇷 Apple Myeongdong opened its doors as our newest store in the heart of Korea. We're thrilled to further support our Korean customers in a space as unique and vibrant as the community it serves. https://t.co/aVSZd5GZjz"
Tim Cook,2022-04-02 20:19:40+00:00,9149,791,,"From the age of six, Anthony has expressed his love for photography. He now shares his larger-than-life iPhone images of model cars with fans around the world and his creativity really shines through! #ShotOniPhone #AutismAcceptanceMonth 📸 IG: anthony_ryan_schmidt https://t.co/kJTcGhvB6A"
Tim Cook,2022-04-02 00:20:17+00:00,35715,5709,,"Ramadan Mubarak 🌙  to those observing with their family, friends, and community. Wishing you peace and joy as this Holy Month begins."
Tim Cook,2022-04-01 14:52:04+00:00,2043,242,,"We want to help even more small businesses grow, compete, and succeed. We launched Apple Business Essentials to make device management, storage, security, and repairs easier than ever. https://t.co/FjFBghmmLi"
Tim Cook,2022-03-31 14:03:22+00:00,3903,478,,"Today, we celebrate trans and gender non-conforming people and honor your contributions to the world. You deserve the opportunity to live your life true to yourself, and we are proud to support you. #TransDayOfVisibility https://t.co/8RCGvNABOo"
Tim Cook,2022-03-30 19:06:46+00:00,1563,142,,"Today, we're launching a new Supplier Employee Development Fund, creating new opportunities and expanding the reach and impact of education programs available to employees across our global supply chain. https://t.co/AFnCVsZZSP"
Tim Cook,2022-03-28 05:01:22+00:00,12848,1531,,"Team CODA created a profoundly beautiful movie, a story of hope and heart that celebrates our differences. Congratulations to the producers, @SianHeder, @TroyKotsur, @MarleeMatlin, @EmiliaJonesy, @DanielNDurant, @EugenioDerbez, and all involved in these historic wins! #CODAfilm https://t.co/s9ebnPaYl1"
Tim Cook,2022-03-25 23:31:19+00:00,18175,2188,,"Forty high school students from Tamil Nadu, India captured the vibrance of their communities on iPhone 13 mini. Now their work is featured in the student showcase at the historic Egmore Museum for the Chennai Photo Biennale. #ShotOniPhone https://t.co/t0DhNYWGvm https://t.co/I30DTwZkbT"
Tim Cook,2022-03-25 14:11:49+00:00,1906,211,,"Innovation is at the heart of our work to lower our impact and protect the planet. On our path to 2030, we’re pioneering new ways to develop and use materials, like removing carbon from the century-old process of aluminum smelting. https://t.co/mXtyK4KmJA"
Tim Cook,2022-03-24 17:32:13+00:00,3739,371,,"At Apple, we know how important it is to build and maintain a culture where everyone belongs. We’re proud of the progress we’ve made to create a more inclusive workforce and are committed to doing more. https://t.co/rcltKNWLnC"
Tim Cook,2022-03-24 01:17:45+00:00,5991,631,,"Today we introduced driver’s license and state ID in Wallet for the first time. Now available for Arizona residents, we’re looking forward to bringing this easy, private, and secure feature to more states soon. https://t.co/rEMYlyIZwZ"
Tim Cook,2022-03-23 13:45:50+00:00,1427,111,,Great morning at Apple Carnegie Library! Thanks to @MarleeMatlin and the incredible cast of #CODAFilm for stopping by and chatting with the team. https://t.co/IeJp8inrKS
Tim Cook,2022-03-18 02:38:05+00:00,8393,720,,Wishing everyone celebrating Holi a vibrant beginning to spring. Here’s to spreading the joy of color with these beautiful images #ShotOniPhone13ProMax by @coffeekarma and @rohit_apf. https://t.co/bMx9K1McE2
Tim Cook,2022-03-16 00:00:21+00:00,1425,125,,Our Impact Accelerator creates opportunities for US companies that are advancing environmental innovation in communities across the country. We’re looking forward to welcoming even more to the next class starting soon. https://t.co/IYALOJhWjd
Tim Cook,2022-03-12 21:20:57+00:00,3676,222,,Celebrating incredible writer/director @sianheder and the amazingly talented @marleematlin as #CODAFilm was honored at #AFIAwards. #WomensHistoryMonth https://t.co/x9lcDL1B4S
Tim Cook,2022-03-12 02:21:56+00:00,6048,374,,"As the east coast of Australia contends with the impact of historic flooding on a devastating scale, our hearts go out to everyone affected and Apple will be donating to relief efforts."
Tim Cook,2022-03-12 00:22:27+00:00,2424,253,,".@Malala’s episode of Time to Walk on Fitness+ is an inspiring journey for us all and an important reminder of the power of education. As she says, “The work for education is always needed, but in this moment it is needed more than ever.”  https://t.co/x3VtyPQewh https://t.co/PNma2ZIrX0"
Tim Cook,2022-03-11 01:23:17+00:00,25930,2552,,"As a proud member of the LGBTQ+ community, I am deeply concerned about laws being enacted across the country, particularly those focused on our vulnerable youth. I stand with them and the families, loved ones, and allies who support them."
Tim Cook,2022-03-08 19:14:53+00:00,6590,813,,We’re bringing Mac users an entirely new system with Mac Studio and Studio Display. I can't wait to see the ideas you’ll explore and the magic you'll make. https://t.co/f4wS9LCASO
Tim Cook,2022-03-08 17:45:00+00:00,10930,1544,,"Come take a peek. #AppleEvent ⤵️ 
https://t.co/OUTqAbnFDd"
Tim Cook,2022-03-08 14:56:22+00:00,5822,598,,"This #InternationalWomensDay we celebrate the women who are charting the course for a more equitable future, and recognize the rising generation of change-makers who follow in their path."
Tim Cook,2022-02-25 01:00:06+00:00,21194,1894,,"Marking Steve’s birthday never gets any easier. In these challenging times, I’m remembering his call for us to use our time wisely, to pursue excellence, and to leave the world better than we found it. Today would have been his 67th birthday."
Tim Cook,2022-02-25 00:26:03+00:00,39504,3032,,I am deeply concerned with the situation in Ukraine. We’re doing all we can for our teams there and will be supporting local humanitarian efforts. I am thinking of the people who are right now in harm’s way and joining all those calling for peace.
Tim Cook,2022-02-22 01:31:14+00:00,1609,192,,Park Chan-wook’s new #ShotOniPhone film plays with genre and masters cinematography while showing the beauty and strength of Korean culture. https://t.co/SVUCxA9zHy
Tim Cook,2022-02-14 19:27:17+00:00,4574,357,,Happy Valentine’s Day from all of us at Apple. ❤️ https://t.co/zUCNZUkfbg
Tim Cook,2022-02-09 01:55:28+00:00,9013,1466,,"We just introduced Tap to Pay on iPhone, a great way for millions of small businesses to accept contactless payments right from their iPhone. It’s easy, secure, and will be coming out later this year. https://t.co/w6P6oS7grm"
Tim Cook,2022-02-08 17:57:00+00:00,5231,408,,We launched @AppleTVPlus two years ago to bring millions of viewers some of the best stories out there. Congrats to the teams behind CODA and The Tragedy of Macbeth for breaking historic records and telling stories that matter!
Tim Cook,2022-02-02 02:07:22+00:00,2422,276,,"Helping customers take steps toward improving their heart health motivates us to do what we do. I am so proud each time I hear that our products and services have saved lives, helped people stay active, and allowed them to live a better day. #HeartMonth https://t.co/maIzKp2Bh4"
Tim Cook,2022-02-01 21:26:56+00:00,3235,296,,"This Black History Month, let’s celebrate the culture and contributions of the Black community — and recommit to building a more just future for all."
Tim Cook,2022-02-01 02:40:25+00:00,5874,493,,Sending wishes of joy to all those celebrating Lunar New Year. May this Year of the Tiger bring you courage and strength. Beautiful #ShotoniPhone photo by Zerry Song. https://t.co/9hge11bJ4w
Tim Cook,2022-01-28 16:29:29+00:00,9130,890,,"We believe privacy is a fundamental human right, and the best technology is one that people can trust. At Apple, we’re constantly innovating to give our users more control over how their data is used and the choice with whom to share it. #DataPrivacyDay"
Tim Cook,2022-01-20 21:40:12+00:00,2386,246,,Fitness+ has helped people live a better life and reach their wellness goals — myself included. Here’s to motivating and inspiring many more in 2022! https://t.co/SxFDMwhxLH
Tim Cook,2022-01-20 00:11:50+00:00,1272,121,,"MLK dedicated his life to fighting discrimination and hatred, and it’s up to us to continue that legacy. Thank you to Dr. @BerniceKing and @barbarawhye for your work and for continuing these important conversations. https://t.co/7Tc06kPfNo"
Tim Cook,2022-01-17 17:37:01+00:00,4151,490,,"Dr. King could paint a powerful vision in dark times, reminding us that we could “hew out of the mountain of despair a stone of hope.” May his words continue to inspire us to bind up our nation’s wounds and protect the civil rights of all who call it home. #MLKDay https://t.co/VVhOnWfc25"
Tim Cook,2022-01-14 19:28:12+00:00,2907,253,,"I highly recommend The Tragedy of Macbeth, now streaming on @AppleTV. It’s a timeless story told in a completely new way. Tour de force performances, stunning photography, and masterful direction. Congrats to all involved! https://t.co/wjqHjBvtjF"
Tim Cook,2022-01-07 18:16:02+00:00,3687,297,,"An undeniable presence both on-screen and off, Sidney Poitier inspired generations with his talent, his grace, and his unrelenting commitment to justice and equality. May he rest in peace. https://t.co/yW9dhynruD"
Tim Cook,2022-01-01 14:52:59+00:00,14459,1174,,"As we embark on 2022, let us remember that even in the face of great challenges, humanity can achieve profoundly good things. And we will. Be safe, be well, and have a happy new year."
